,Artist,Art Name,Date,Image Thumbnail,artist,cloud prediction
1142,Albert Bierstadt,"View of  Chimney Rock, Ohalilah Sioux Village in the Foreground",1860,https://stor.artstor.org/stor/459433ec-7ccf-4aa6-98eb-9d467b8fe528_size1,bierstadt,Ac
1143,Albert Bierstadt,San Francisco Bay,1871,https://stor.artstor.org/stor/41e8b19d-8b48-4567-87f4-924ef917862e_size1,bierstadt,Ns
1144,Albert Bierstadt,The Merced River in Yosemite,1868,https://stor.artstor.org/stor/cb2d03f4-12af-4fdd-b810-4ca59daebbc9_size1,bierstadt,As
1146,Albert Bierstadt,Saint Anthony's Falls,1888,https://stor.artstor.org/stor/3c407665-47ec-456a-ac6c-bed494dfd801_size1,bierstadt,Ns
1147,Albert Bierstadt,Alaskan Coast Range,1889,https://stor.artstor.org/stor/d6709dc6-7a64-4958-9e5e-9139e7c0b373_size1,bierstadt,Sc
1148,Albert Bierstadt,Olevano,1856,https://stor.artstor.org/stor/2f1f6269-102f-44b5-9708-a56d7fd6fa8c_size1,bierstadt,Cb
1149,Albert Bierstadt,Indians Spear Fishing,1862,https://stor.artstor.org/stor/265c8a2f-2f5b-4089-b75b-637aea315c25_size1,bierstadt,Ns
1150,Albert Bierstadt,Thunderstorm in the Rocky mountains,1859,https://stor.artstor.org/stor/6709c4d6-a64f-4840-8067-074fd692219f_size1,bierstadt,Sc
1167,Albert Bierstadt,Lake Tahoe: Spear Fishing by Torchlight,1875,https://stor.artstor.org/stor/6180456a-10f7-4d0b-89bb-7459f05b043d_size1,bierstadt,Sc
1168,Albert Bierstadt,Sacramento River Valley,1880,https://stor.artstor.org/stor/7fa1d74c-a045-4268-84d1-8a8cfe31236a_size1,bierstadt,Sc
1169,Albert Bierstadt,Sierra Nevada Morning,1870,https://stor.artstor.org/stor/960174b5-7f59-4fab-93e4-6372d5dcf222_size1,bierstadt,Sc
1174,Albert Bierstadt,"El Capitan, Yosemite Valley, California",1875,https://stor.artstor.org/stor/7034cb5d-520b-46f8-908f-0e06cf1c86e3_size1,bierstadt,Ns
1175,Albert Bierstadt,"Marina Piccola, Capri",1859,https://stor.artstor.org/stor/3c36be7c-78e1-4a2c-b417-3bf8cd7b66be_size1,bierstadt,Ns
1176,Albert Bierstadt,Sacramento Valley in Spring,1875,https://stor.artstor.org/stor/6e7b5567-2352-4ae4-afba-47d70cfaf6af_size1,bierstadt,Cu
1177,Albert Bierstadt,"Cho-looke, The Yosemite Fall",1864,https://stor.artstor.org/stor/e4206597-409d-4f4d-bc61-cd9757bde6d0_size1,bierstadt,Ac
1178,Albert Bierstadt,Vernal Falls,1880,https://stor.artstor.org/stor/25affdea-deb4-4654-b89c-7e0bc2581f5d_size1,bierstadt,Cc
1179,Albert Bierstadt,"Wolf River, Kansas",1859,https://stor.artstor.org/stor/d2b42e30-8848-402d-91f3-f48b48fa96be_size1,bierstadt,Sc
1180,Albert Bierstadt,"Wasatch Mountains, Wind River Country, Wyoming",1861,https://stor.artstor.org/stor/76bbab9b-842c-4859-8040-7930a3069867_size1,bierstadt,Cc
1182,Albert Bierstadt,Niagara Falls [Docent Council],1869,https://stor.artstor.org/stor/5853af49-4f70-461b-a1e2-ff0ddfd68317_size1,bierstadt,Ac
1183,Albert Bierstadt,"Platte River, Nebraska",1861,https://stor.artstor.org/stor/36699b67-dcaf-4270-8fd2-4e5bb31f261a_size1,bierstadt,Ns
1184,Albert Bierstadt,Mount Whitney-Grandeur of the Rockies,1875,https://stor.artstor.org/stor/f8e2c1f2-5a30-46ed-8677-df8795e7cbed_size1,bierstadt,Ns
1185,Albert Bierstadt,Butterfly,1890,https://stor.artstor.org/stor/4062d47e-12bc-4eee-b822-ea760ac0dead_size1,bierstadt,Ac
1192,Albert Bierstadt,In the Rockies,1863,https://stor.artstor.org/stor/c34a977c-78c1-4c09-ad31-5bf3d137102f_size1,bierstadt,Cc
1193,Albert Bierstadt,In the Sierras,1868,https://stor.artstor.org/stor/f0ad4202-5340-4093-ae99-8b10eb7b848a_size1,bierstadt,Ns
1194,Albert Bierstadt,Bison with Coyotes in the Background,1859,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/1536540.jpg,bierstadt,Ac
1199,Albert Bierstadt,The Conflagration,1882,https://stor.artstor.org/stor/9d68861e-121f-481a-844c-8abd5a837388_size1,bierstadt,Sc
1200,Albert Bierstadt,Cathedral Forest,1854,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20304624.jpg,bierstadt,Ac
1201,Albert Bierstadt,"Guerilla War: Enemy Attack on Union Pickets, 1862",1862,https://stor.artstor.org/stor/db2d913f-0c6e-4033-8a44-2325d44e9811_size1,bierstadt,St
1202,Albert Bierstadt,"Shady Pool,White Mountains,New Hampshire",1869,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16330707.jpg,bierstadt,Ns
1203,Albert Bierstadt,Rising Mist,1875,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16329329.jpg,bierstadt,Ns
1204,Albert Bierstadt,Burning Ship,1869,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16330524.jpg,bierstadt,Ns
1205,Albert Bierstadt,King's River Canyon,1875,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16329509.jpg,bierstadt,Ns
1206,Albert Bierstadt,The Sierra Nevada in California,1868,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16331460.jpg,bierstadt,Ac
1210,Albert Bierstadt,Interiors of Malkasten,1866,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16329637.jpg,bierstadt,Ns
1215,Albert Bierstadt,Shore of the Turquoise Sea,1878,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16329997.jpg,bierstadt,Ns
1216,Albert Bierstadt,Indians Traveling near Fort Laramie,1861,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c37011/16329998.jpg,bierstadt,Cs
1218,Albert Bierstadt,Landscape in the Bahamas,1870,https://stor.artstor.org/stor/758d6635-bbe3-42eb-913b-941dcae8b929_size1,bierstadt,Sc
1219,Albert Bierstadt,The IslandIsland in the Lake,1889,https://stor.artstor.org/stor/536545e2-6030-4364-b791-56e1e4fb7079_size1,bierstadt,Ns
1233,Albert Bierstadt,Sketch of Mountains and Lake (from Sketchbook),1890,https://stor.artstor.org/stor/e7941e98-fa72-454c-978e-0272b6112736_size1,bierstadt,Cc
1234,Albert Bierstadt,Landscape Sketch (from Sketchbook),1890,https://stor.artstor.org/stor/e6b62fb8-4e65-451e-9bb5-08938a13938b_size1,bierstadt,As
1235,Albert Bierstadt,Study of a Tree,1864,https://stor.artstor.org/stor/a5ed18ef-52e9-467e-9833-74e9b0920119_size1,bierstadt,Ci
1258,Albert Bierstadt,Landing of Columbus,1893,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20305208.jpg,bierstadt,Ac
1259,Albert Bierstadt,Two Landscape Sketches (from Sketchbook),1890,https://stor.artstor.org/stor/8038feb1-8b9f-4d74-b014-0260077d894d_size1,bierstadt,Cs
1264,Albert Bierstadt,Trees on a Hill (from Sketchbook),1890,https://stor.artstor.org/stor/832de04b-3632-4c37-8b70-9b6d62919746_size1,bierstadt,Ns
1314,Albert Bierstadt,Trees (from Sketchbook),1890,https://stor.artstor.org/stor/0d0a4cf9-c710-455b-959d-47270ad45824_size1,bierstadt,Cc
1319,Albert Bierstadt,Lake Nipissing (from Sketchbook),1890,https://stor.artstor.org/stor/dc17aabf-1797-48da-b5a9-44fd4a64d9f4_size1,bierstadt,Cs
1324,Albert Bierstadt,Alder and Evergreen (from Sketchbook),1890,https://stor.artstor.org/stor/ab157368-151b-4040-885b-8b928d13cc5e_size1,bierstadt,Cc
1325,Albert Bierstadt,Trees with Red Berries (from Sketchbook),1890,https://stor.artstor.org/stor/6a507866-a13a-4481-91e2-02c96b67ed67_size1,bierstadt,Ac
1346,Albert Bierstadt,Rocky Landscape with Trees (from Sketchbook),1890,https://stor.artstor.org/stor/570c1201-91f4-46a7-ba70-ef9e27a81939_size1,bierstadt,Ac
1347,Albert Bierstadt,Tree Sketch (from Sketchbook),1890,https://stor.artstor.org/stor/72572697-c8a4-42a6-94af-f38d7482256f_size1,bierstadt,Cs
1352,Albert Bierstadt,Two Sketches of Bay Scenery (from Sketchbook),1890,https://stor.artstor.org/stor/de4b82a4-da3a-4ff1-9d36-0598bfc0181b_size1,bierstadt,Ns
1353,Albert Bierstadt,Riverbank with Mountains (from Sketchbook),1890,https://stor.artstor.org/stor/d16a4c25-258b-4b96-8f67-ee1242db2a39_size1,bierstadt,Ac
1372,Albert Bierstadt,"Geographical and Geological Notes on Skagit County, Washington (from Sketchbook)",1890,https://stor.artstor.org/stor/ebc74289-cdfc-4ada-902f-6399eca48178_size1,bierstadt,Ac
1386,Albert Bierstadt,Small Section of a Landscape (from Sketchbook),1890,https://stor.artstor.org/stor/3b788906-079d-4125-be21-c57d553324fa_size1,bierstadt,As
1387,Albert Bierstadt,Two Tree Sketches (from Sketchbook),1890,https://stor.artstor.org/stor/4238650a-8886-47c4-bc5d-8b19a93385c2_size1,bierstadt,Ac
1397,Albert Bierstadt,Sketch of Mountain Scenery (from Sketchbook),1890,https://stor.artstor.org/stor/41cac1d1-4451-448d-8e56-26d3a35649c2_size1,bierstadt,Ac
1398,Albert Bierstadt,Two Sketches of Mountain Landscapes (from Sketchbook),1890,https://stor.artstor.org/stor/d24d037c-a6ee-4574-8ee7-d8d30da8a255_size1,bierstadt,Cs
1403,Albert Bierstadt,Riverbank with Mountains and Trees (from Sketchbook),1890,https://stor.artstor.org/stor/861725f5-926e-4a4d-a993-b6408f984bbe_size1,bierstadt,Ac
1412,Albert Bierstadt,After the Storm,1870,https://stor.artstor.org/stor/479571a6-0f00-4508-a601-703fb52536f6_size1,bierstadt,Ns
1413,Albert Bierstadt,Weapons and Accessories (from Sketchbook),1891,https://stor.artstor.org/stor/a8729f80-3623-426a-accb-564b5e909958_size1,bierstadt,Ns
1414,Albert Bierstadt,Mountain Landscape with River (Stave?) and Trees (from Sketchbook),1890,https://stor.artstor.org/stor/3d76cbdb-c1fe-463d-9f86-bab593a3c2cb_size1,bierstadt,Ac
1415,Albert Bierstadt,Two Sketches: River Bank with Trees; Figure in a Canoe (from Sketchbook),1890,https://stor.artstor.org/stor/fa258e4e-625a-4cd7-9292-8136b3dea7bd_size1,bierstadt,Ac
1416,Albert Bierstadt,Study for Seascape (from Sketchbook),1891,https://stor.artstor.org/stor/a462f2d5-5142-4d9b-8247-3bb3297c48bd_size1,bierstadt,Ac
1417,Albert Bierstadt,Sketches of Figures Bearing Arms (from Sketchbook),1891,https://stor.artstor.org/stor/aa88b202-021d-4143-ac1b-439f60a0aa64_size1,bierstadt,Ac
1418,Albert Bierstadt,Sketches of Telescopes on a Ship's Deck (from Sketchbook),1891,https://stor.artstor.org/stor/508a88fe-7639-4a41-8154-5895b1d850f9_size1,bierstadt,Ac
2443,Albert Bierstadt,Sketch of a Ship for the Landing of Columbus (from Sketchbook),1891,https://stor.artstor.org/stor/17dcc7a6-07a3-4401-8cb0-326e9ed54bf7_size1,bierstadt,Cs
2444,Albert Bierstadt,Mission (Warnock?): Landscape with Mountains and Foreground Trees (from Sketchbook),1890,https://stor.artstor.org/stor/d97ca730-9027-47fd-8bfe-ea87e1e6bfe6_size1,bierstadt,Cs
2454,Albert Bierstadt,Canadian Landscape with Mountains and Trees (from Sketchbook),1890,https://stor.artstor.org/stor/8cf2b484-242a-40e8-924d-f5115f255e92_size1,bierstadt,Ac
2455,Albert Bierstadt,Two Rowboats (from Sketchbook),1891,https://stor.artstor.org/stor/857a1f3f-3d3d-46f2-bd87-cc755a672c79_size1,bierstadt,Ac
2460,Albert Bierstadt,Sketches of a Canoe and Sailboats (from Sketchbook),1890,https://stor.artstor.org/stor/6b9706c3-c207-4f69-9f18-52cbc8286a48_size1,bierstadt,Ac
2461,Albert Bierstadt,Outline Sketch of a Ship's Stern (from Sketchbook),1891,https://stor.artstor.org/stor/ee88b2e2-2e9e-41a2-ac92-7076863114b9_size1,bierstadt,Ac
2462,Albert Bierstadt,Sketch of a Rowboat (from Sketchbook),1891,https://stor.artstor.org/stor/7252c4d6-7550-478f-8858-2e1e434d58c9_size1,bierstadt,Cs
2463,Albert Bierstadt,Sketches of Rowboats (from Sketchbook),1891,https://stor.artstor.org/stor/8851a9f8-5051-4223-9c76-1a5360a82426_size1,bierstadt,Ac
2464,Albert Bierstadt,Study of a Ship and Rowboat (from Sketchbook),1891,https://stor.artstor.org/stor/6cea8ccd-dc21-4b48-8347-0a260f5e2cb8_size1,bierstadt,Cs
2465,Albert Bierstadt,Sketch of a Ship's Stern (from Sketchbook),1891,https://stor.artstor.org/stor/f7c02fef-122c-422b-8f0a-152ea8084e15_size1,bierstadt,Ac
2466,Albert Bierstadt,Sketch of a Caravel; Figure in a Boat (from Sketchbook),1891,https://stor.artstor.org/stor/b22ed62a-5f40-455a-8c75-1f60f387aa34_size1,bierstadt,Cs
2467,Albert Bierstadt,Breech Loading Falconet (from Sketchbook),1891,https://stor.artstor.org/stor/6ef91d3e-5ec5-4b81-877d-d0cacc79dbe4_size1,bierstadt,Cs
2468,Albert Bierstadt,Sketch of a Ship at Anchor for The Landing of Columbus (from Sketchbook),1891,https://stor.artstor.org/stor/c3c55b5c-33b3-4b49-be47-bc1716d3cc31_size1,bierstadt,Cs
2469,Albert Bierstadt,Study of a Flag for the Landing of Columbus (from Sketchbook),1891,https://stor.artstor.org/stor/2986ae5f-7f13-450a-9400-2fbc5cebe868_size1,bierstadt,Cc
2470,Albert Bierstadt,Studies of Coats of Arms for the Landing of Columbus (from Sketchbook),1891,https://stor.artstor.org/stor/f028cae2-d26a-4a78-beb2-7f1c0414bcb4_size1,bierstadt,Ac
2471,Albert Bierstadt,Sketches of Rowboat and Figure Standing in a Rowboat (from Sketchbook),1891,https://stor.artstor.org/stor/971de176-c254-4836-bef5-e64e57edf49c_size1,bierstadt,Ac
2472,Albert Bierstadt,Captain Concay (?) Commanding The New (?) Santa Maria (from Sketchbook),1891,https://stor.artstor.org/stor/c9c4c56e-78ce-4e2d-a7a5-3e1f166fb7d7_size1,bierstadt,Ac
2473,Albert Bierstadt,Study of a Rowboat: View Toward the Stern (from Sketchbook),1891,https://stor.artstor.org/stor/0d6dae91-b2d0-4948-802c-667df2a62019_size1,bierstadt,Ns
2474,Albert Bierstadt,Ship Study for the Landing of Columbus (from Sketchbook),1891,https://stor.artstor.org/stor/50e68ebd-b6ab-4544-a3a1-9f90352602e5_size1,bierstadt,Cs
2479,Albert Bierstadt,"Rocky Pool, New Hampshire",1860,https://stor.artstor.org/stor/de10bc21-6f5b-4f1b-9ec2-0262733c8571_size1,bierstadt,Ac
2488,Albert Bierstadt,"Cloud Study, Moonlight",1860,https://stor.artstor.org/stor/da5fc73c-4400-4e8f-a51a-8d26d307a162_size1,bierstadt,As
2546,Albert Bierstadt,Poplars (from Sketchbook),1890,https://stor.artstor.org/stor/917d5eae-6b78-44b4-afb1-264ddebc2330_size1,bierstadt,Cc
2551,Albert Bierstadt,"Mountain, Lake with Sailboats (from Sketchbook)",1890,https://stor.artstor.org/stor/298a0a75-8c99-46d8-aa6b-d62d19062394_size1,bierstadt,Cc
2565,Albert Bierstadt,Buffalo Trail,1867,https://stor.artstor.org/stor/ab7beb02-1bd8-4b5c-bf89-25838810b50d_size1,bierstadt,Cu
2574,Albert Bierstadt,Mountain Sketch (from Sketchbook),1890,https://stor.artstor.org/stor/f75c59f1-a29c-4635-a83e-b3ff3456bf06_size1,bierstadt,Cc
2579,Albert Bierstadt,Sketch of Sky and Mountains (from Sketchbook),1890,https://stor.artstor.org/stor/9b232a97-156b-43bd-8b02-a5e06bd20454_size1,bierstadt,Ns
2580,Albert Bierstadt,Landscape with Mountains and Hills (from Sketchbook),1890,https://stor.artstor.org/stor/3ec7e4cc-00e4-4dd5-a11c-2d44b0d74ea7_size1,bierstadt,As
2581,Albert Bierstadt,Cliffside with Trees (from Sketchbook),1890,https://stor.artstor.org/stor/e4f4d1fa-3547-4bef-a117-99275c898195_size1,bierstadt,Ac
2582,Albert Bierstadt,Trees on a Cliffside (from Sketchbook),1890,https://stor.artstor.org/stor/09aac6ab-ced8-40ee-9999-d6dcb0d3c3f4_size1,bierstadt,Ac
2592,Albert Bierstadt,Bay Scene at Sunset (from Sketchbook),1890,https://stor.artstor.org/stor/7f11527d-55c7-4090-9472-d6518fbd3b18_size1,bierstadt,Cs
2593,Albert Bierstadt,Mountain Landscape with Foreground Trees (from Sketchbook),1890,https://stor.artstor.org/stor/96dec139-ad53-445e-b49d-7f5a5bf523a6_size1,bierstadt,Cs
2594,Albert Bierstadt,Rocky Inlet (from Sketchbook),1890,https://stor.artstor.org/stor/3ebabfe2-82e2-43f9-953f-18f35add5203_size1,bierstadt,Cs
2595,Albert Bierstadt,Sketches of Three Trees (from Sketchbook),1890,https://stor.artstor.org/stor/78f2f277-7253-4918-bc1f-a8752c476444_size1,bierstadt,St
2596,Albert Bierstadt,Encampment with Canoes (from Sketchbook),1890,https://stor.artstor.org/stor/21eb4806-aa57-474b-aa38-43e7a2d9cc67_size1,bierstadt,Cc
2597,Albert Bierstadt,Landscape with Tree in Foreground (from Sketchbook),1890,https://stor.artstor.org/stor/24cecf6e-f44e-4f7b-8458-7197d6b35fd3_size1,bierstadt,Cs
2598,Albert Bierstadt,Canadian Mountain Scene (from Sketchbook),1890,https://stor.artstor.org/stor/0abe5977-b9b9-4917-b32a-45f6d1fc360c_size1,bierstadt,Cc
2599,Albert Bierstadt,"Pond and Wild Terrain, Autumn (from Sketchbook)",1890,https://stor.artstor.org/stor/8fc519d2-bc4d-49fe-9457-670425a1ab02_size1,bierstadt,Cc
2600,Albert Bierstadt,Hunter on Lake Nipissing; Lake Near Sudbury (from Sketchbook),1890,https://stor.artstor.org/stor/8949ee3d-78d0-4be2-8c4d-9b1c1f8934d5_size1,bierstadt,St
2605,Albert Bierstadt,Rowboat (from Sketchbook),1891,https://stor.artstor.org/stor/c2d0e011-76d1-44b3-81f8-cbc3882f664c_size1,bierstadt,Cs
2606,Albert Bierstadt,Outline Sketches of Two Rowboats (from Sketchbook),1891,https://stor.artstor.org/stor/dfb3f415-c030-4949-ad6b-07a98b9743ce_size1,bierstadt,Ac
2607,Albert Bierstadt,Sketch of a Cliffside with Trees (from Sketchbook),1890,https://stor.artstor.org/stor/79cda1ec-2373-4ab4-ae84-21980afecec5_size1,bierstadt,Cc
2608,Albert Bierstadt,Sketches of a Cliffside and a Tree (from Sketchbook),1890,https://stor.artstor.org/stor/81a21f58-b9b2-4568-b9a1-f03952f4f394_size1,bierstadt,Cs
2609,Albert Bierstadt,Two Landscape Sketches with Trees and Mountains (from Sketchbook),1890,https://stor.artstor.org/stor/bdfedbf0-f71b-4efe-bc5e-c6d4e2da0af3_size1,bierstadt,St
2610,Albert Bierstadt,Map of Region Northwest of Mount Tacoma (from Sketchbook),1890,https://stor.artstor.org/stor/df90e829-2a30-4327-90ef-dedbb2c382f7_size1,bierstadt,Ac
2611,Albert Bierstadt,Landscape with Trees and Figure in a Canoe (from Sketchbook),1890,https://stor.artstor.org/stor/9111946a-3fa8-4f8e-bf4e-219444d1b18c_size1,bierstadt,Ac
2612,Albert Bierstadt,Sketches of Two Trees and a Mountain (from Sketchbook),1890,https://stor.artstor.org/stor/23e5bd2a-3dec-4b9e-9778-9a2b77dac16d_size1,bierstadt,Ac
2617,Albert Bierstadt,Standard (from Sketchbook),1891,https://stor.artstor.org/stor/8d271d4d-8ce3-4a1d-a86b-600be0ae90ce_size1,bierstadt,Cs
2618,Albert Bierstadt,Landscape with Two Trees in Foreground (from Sketchbook),1890,https://stor.artstor.org/stor/ceba37b9-c43a-4929-8df5-e3959a09992c_size1,bierstadt,Cc
2619,Albert Bierstadt,Trees on a Cliffside with a Mountain in the Background (from Sketchbook),1890,https://stor.artstor.org/stor/35a5a072-67c9-4a3d-8bef-340175b5eacf_size1,bierstadt,Cc
2620,Albert Bierstadt,Ship and Windsock (from Sketchbook),1891,https://stor.artstor.org/stor/e762b9b3-426c-4901-9e48-21ddb7298d4b_size1,bierstadt,Cs
2621,Albert Bierstadt,Four Rowboat Sketches (from Sketchbook),1891,https://stor.artstor.org/stor/a63ea0ac-68ce-494c-9412-00eeef0330af_size1,bierstadt,Cs
2622,Albert Bierstadt,Sketch of a Ship Seen from the Stern (from Sketchbook),1891,https://stor.artstor.org/stor/b29e2b52-00a4-462e-9cd9-6215fac0b676_size1,bierstadt,Ac
2623,Frederic Edwin Church,Our Banner in the Sky,1861,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18108003.jpg,church,Ac
2983,Frederic Edwin Church,The Andes of Ecuador,1855,https://stor.artstor.org/stor/55991c93-1b7f-4d0d-a716-c419948323fd_size1,church,Sc
2987,Frederic Edwin Church,Rainy Season in the Tropics,1866,https://stor.artstor.org/stor/7c424bcd-59f2-4949-bec1-1e6a02940a90_size1,church,Ac
2991,Frederic Edwin Church,Passing Shower in the Tropics,1872,https://stor.artstor.org/stor/9cc8f35c-7cdd-4a1f-8194-4721b3a8bd21_size1,church,Ns
2995,Frederic Edwin Church,A Passing Storm,1849,https://stor.artstor.org/stor/5542ec46-9dcd-4f29-9dd0-00054ed9b94b_size1,church,As
3048,Frederic Edwin Church,The Icebergs,1861,https://stor.artstor.org/stor/5fb31857-96d6-48b4-bc33-7fceb45a20fe_size1,church,Sc
3052,Frederic Edwin Church,A Country Home,1854,https://stor.artstor.org/stor/f23252fd-ff4e-4820-ab5f-c9b3466457d7_size1,church,Sc
3056,Frederic Edwin Church,View from Olana in the Snow,1871,https://stor.artstor.org/stor/f4f485a8-5d46-438f-97fe-72bf2d1c6fe2_size1,church,As
3736,Frederic Edwin Church,Early Autumn,1865,https://stor.artstor.org/stor/c01587f0-44d6-496d-a969-29f3143ae506_size1,church,Cs
3758,Frederic Edwin Church,Niagara Falls by MoonlightMoonlight Landscape,1856,https://stor.artstor.org/stor/aa3ba366-cc18-452d-87a2-d7c2bd7ec4cd_size1,church,Sc
3762,Frederic Edwin Church,"Magdalena River, New Granada, Equador",1853,https://stor.artstor.org/stor/45aaff68-3c4a-4a6b-97f5-04e41a038899_size1,church,Sc
3791,Frederic Edwin Church,Icebergs,1863,https://stor.artstor.org/stor/6b2bfc80-9944-4c22-84b8-84836c81f618_size1,church,Ns
3795,Frederic Edwin Church,Landscape with Two Trees,1864,https://stor.artstor.org/stor/351bdcb5-2e99-4221-9041-c794478c86dc_size1,church,Ns
3799,Frederic Edwin Church,Pinchincha Bridge at San Luis Rey,1867,https://stor.artstor.org/stor/7384d302-2b84-4969-b6fd-0e9221d3f682_size1,church,St
3803,Frederic Edwin Church,The Iceberg,1875,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c35953/18109986.jpg,church,Ac
3804,Frederic Edwin Church,Niagara Falls by Moonlight,1856,https://stor.artstor.org/stor/315e24fc-fe8e-43ba-acda-607e7c9b4eec_size1,church,As
3805,Frederic Edwin Church,The Monastery of San Pedro (Our Lady of the Snows),1879,https://stor.artstor.org/stor/985b7cee-7878-40a5-8eb5-46015e9b4352_size1,church,Ac
3806,Frederic Edwin Church,The Aegean Sea,1877,https://stor.artstor.org/stor/2900833d-7435-4539-b405-74ef1586cd63_size1,church,Cb
3807,Frederic Edwin Church,Aurora Borealis,1865,https://stor.artstor.org/stor/73c105c2-46de-4935-b814-1f27d7f8a513_size1,church,Ct
3808,Frederic Edwin Church,Twilight (Catskill Mountain),1858,https://stor.artstor.org/stor/1febf159-c7e0-4e8d-8383-c7a890e6f6d7_size1,church,Sc
3813,Frederic Edwin Church,Mount Katahdin from Lake Millinocket,1878,https://stor.artstor.org/stor/6784ab6f-92c2-46dc-b0df-4c7cd0afd0b7_size1,church,St
3814,Frederic Edwin Church,View of Beirut,1869,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/c7731849/22146051.jpg,church,Ac
3815,Frederic Edwin Church,Mount Katahdin from the West [Looking West toward Mount Katahdin],1852,https://stor.artstor.org/stor/0442a2aa-5a44-4544-87a1-ebf8eba99427_size1,church,Ns
3820,Frederic Edwin Church,"View of Wimmis, Valley of the Simmental, Switzerland",1868,https://stor.artstor.org/stor/4d531dbb-5f85-4e0d-a52b-1deab1ebf568_size1,church,Ac
3821,Frederic Edwin Church,"Woman drinking, wine bottles, recto",1878,https://stor.artstor.org/stor/134991fc-aa21-4223-a736-60a8deb98683_size1,church,Ac
3822,Frederic Edwin Church,"Coast of Grand Manan Island, Canada",1851,https://stor.artstor.org/stor/c99ed2d3-903f-4d7b-b8bb-7b3ba74d601f_size1,church,Ns
3823,Frederic Edwin Church,Distant View of the Katahdin shown from West,1856,https://stor.artstor.org/stor/62848130-0d60-484e-a069-d6b318eaec3b_size1,church,Cs
3824,Frederic Edwin Church,Man Paddling a Canoe on Millinoket [sic] River,1878,https://stor.artstor.org/stor/744c27ed-cbab-4e06-8431-645f661b084f_size1,church,Ac
3825,Frederic Edwin Church,Shore of Lake and Foothills of Mount Katahdin,1856,https://stor.artstor.org/stor/87ae12bf-0e45-4e09-a68c-72b5585b2e21_size1,church,Ns
3826,Frederic Edwin Church,"Shopping List for Mount Katahdin Climb, verso",1878,https://stor.artstor.org/stor/fa6a7e70-fb50-45b9-b85e-dddf3e295e58_size1,church,Cc
3827,Frederic Edwin Church,Sunset Across the Hudson Valley,1870,https://stor.artstor.org/stor/61f3a7c6-c015-488a-a290-726338da38cf_size1,church,Sc
3828,Frederic Edwin Church,Hudson River Valley in Winter Looking Southwest from Olana,1870,https://stor.artstor.org/stor/d66a8c03-6941-491b-ae8a-a4ddcef68be5_size1,church,As
3829,Frederic Edwin Church,"Palm Trees, West Indies",1865,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/1536544.jpg,church,Ac
3830,Frederic Edwin Church,"Rough Surf, Mount Desert Island, Maine",1850,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/1536545.jpg,church,Cc
3831,Frederic Edwin Church,"Beacon, off Mount Desert Island",1851,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20293882.jpg,church,Ac
3832,Frederic Edwin Church,"West Rock, New Haven",1849,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20276421.jpg,church,Ns
3834,Frederic Edwin Church,Our Flag,1864,https://stor.artstor.org/stor/a790bd3f-b4d0-486a-84b9-a4bc26369786_size1,church,As
3884,Frederic Edwin Church,The Wreck,1852,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20297240.jpg,church,Ns
3885,Frederic Edwin Church,"Niagara Falls, from the American Side",1867,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20289586.jpg,church,Cc
3886,Frederic Edwin Church,Andes of Ecuador,1855,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20296980.jpg,church,Sc
3887,Frederic Edwin Church,To the Memory of Cole,1848,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20292311.jpg,church,Sc
3890,Frederic Edwin Church,Twilight (Sunset),1856,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20283826.jpg,church,Sc
3891,Frederic Edwin Church,The Cordilleras: Sunrise,1854,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20277444.jpg,church,Sc
3892,Frederic Edwin Church,La Magdalena (Scene on the Magdalena),1854,https://mdxdv.artstor.org/thumb/imgstor/size1/sslps/ucb/20275975.jpg,church,Sc
